Player Name,Current Market Value (USD)
Juan Carlos Real,1100000.0
Marcos Mauro,1100000.0
Jorge Sáenz,1100000.0
Yann Bodiger,1100000.0
Emre Mor,1100000.0
Kike Barja,1100000.0
Josema,1100000.0
Claudio Bravo,1100000.0
Pedro León,1100000.0
Kenan Kodro,1100000.0
Dani Calvo,1100000.0
Alberto Perea,1100000.0
Filip Malbašić,1100000.0
Chema,1100000.0
Pere Milla,1100000.0
Fede Vico,1100000.0
Iñigo Vicente,1100000.0
Xabi Etxeita,1100000.0
Eugeni Valderrama,1100000.0
Adrián Marín,1100000.0
Álex Blanco,1100000.0
Miguel Ángel Moyá,1100000.0
Facundo Roncaglia,1100000.0
Kiko Olivas,1100000.0
Diego González,990000.0
Roberto Correa,990000.0
Dani Raba,990000.0
Luis Pérez,990000.0
Yoel Rodríguez,990000.0
Antonio Sivera,990000.0
Víctor Rodríguez,880000.0
Jairo Izquierdo,880000.0
Antonio Barragán,880000.0
Miguel Rodríguez,880000.0
Toño,880000.0
Jaime Seoane,880000.0
Coke,880000.0
Josan,880000.0
Burgui,880000.0
Quique González,880000.0
Germán Sánchez,880000.0
Pape Diop,880000.0
Soufiane Chakla,880000.0
Carlos Akapo,880000.0
Raúl Carnero,880000.0
Bobby Adekanye,880000.0
Omenuke Mfulu,880000.0
Kevin Vázquez,880000.0
Son,880000.0
Tachi,880000.0
Dani Escriche,880000.0
Miguel Cifuentes,880000.0
Gonzalo Verdú,880000.0
Kike Pérez,880000.0
Manu García,880000.0
Pedro Mosquera,770000.0
Koke Vegas,770000.0
David Juncà,770000.0
Óscar Duarte,770000.0
Oier,770000.0
Raúl Navas,770000.0
Roberto,770000.0
Kelechi Nwakali,770000.0
Andrés Fernández,660000.0
Dani Cárdenas,660000.0
Pedro Alcalá,660000.0
Jon Ander Garrido,660000.0
Javi López,660000.0
Iñigo Pérez,660000.0
Cheick Doukouré,550000.0
Rubén Martínez,550000.0
José Mari,550000.0
Luismi,550000.0
Nano Mesa,550000.0
Neyder Lozano,440000.0
Quini,440000.0
Javi Díaz,440000.0
Juan Pérez,440000.0
David Gil,440000.0
Darío Poveda,440000.0
Alex Sola,440000.0
Antonio Valera,330000.0
Luismi Quezada,330000.0
Damián Musto,330000.0
Diego Rodríguez,330000.0
Augusto Fernández,330000.0
Mikel Rico,330000.0
Jokin Ezkieta,330000.0
Cristian Rivero,220000.0
Luisinho,220000.0
Pedro López,110000.0
Nino,110000.0
Johan Mojica,2750000.0
Aleix García,2200000.0
Moussa Wagué,6600000.0
Kevin Strootman,5500000.0
Joakim Maehle,12100000.0
Romelu Lukaku,99000000.0
Matthijs de Ligt,82500000.0
Sergej Milinkovic-Savic,77000000.0
Paulo Dybala,77000000.0
Lautaro Martínez,77000000.0
Kalidou Koulibaly,66000000.0
Cristiano Ronaldo,66000000.0
Gianluigi Donnarumma,66000000.0
Stefan de Vrij,60500000.0
Nicolò Barella,60500000.0
Arthur,55000000.0
Luis Alberto,55000000.0
Victor Osimhen,55000000.0
Achraf Hakimi,55000000.0
Milan Skriniar,55000000.0
Theo Hernández,55000000.0
Alessandro Bastoni,55000000.0
Álvaro Morata,55000000.0
Lorenzo Insigne,52800000.0
Fabián Ruiz,52800000.0
Federico Chiesa,52800000.0
Rodrigo Bentancur,50600000.0
Dejan Kulusevski,49500000.0
Ciro Immobile,49500000.0
Nicolò Zaniolo,49500000.0
Andrea Belotti,44000000.0
Franck Kessié,44000000.0
Ismaël Bennacer,44000000.0
Piotr Zielinski,44000000.0
Duván Zapata,41800000.0
Hirving Lozano,41800000.0
Lorenzo Pellegrini,40700000.0
Marcelo Brozovic,39600000.0
Alessio Romagnoli,39600000.0
Rodrigo de Paul,38500000.0
Hakan Calhanoglu,38500000.0
Christian Eriksen,38500000.0
Wojciech Szczesny,38500000.0
Manuel Locatelli,38500000.0
Ante Rebic,35200000.0
Konstantinos Manolas,35200000.0
Adrien Rabiot,35200000.0
Sandro Tonali,35200000.0
Jordan Veretout,33000000.0
Merih Demiral,33000000.0
Domenico Berardi,33000000.0
Joaquín Correa,33000000.0
Tiemoué Bakayoko,33000000.0
Nikola Milenkovic,30800000.0
Rafael Leão,30800000.0
Robin Gosens,30800000.0
Alex Sandro,30800000.0
Marash Kumbulla,29700000.0
Gaetano Castrovilli,27500000.0
Nahitan Nández,27500000.0
Mario Pasalic,27500000.0
Weston McKennie,27500000.0
Jérémie Boga,27500000.0
Gianluca Mancini,27500000.0
Matteo Politano,27500000.0
Leonardo Spinazzola,25300000.0
Remo Freuler,25300000.0
Marten de Roon,25300000.0
Luiz Felipe,24200000.0
Riccardo Orsolini,24200000.0
Giovanni Di Lorenzo,24200000.0
Luis Muriel,24200000.0
Ruslan Malinovskyi,23100000.0
Thomas Strakosha,22000000.0
Alessio Cragno,22000000.0
Federico Bernardeschi,22000000.0
Roger Ibañez,22000000.0
Aaron Ramsey,22000000.0
Henrikh Mkhitaryan,22000000.0
Alex Meret,22000000.0
Juan Musso,22000000.0
Berat Djimsiti,19800000.0
Bryan Cristante,19800000.0
Juan Cuadrado,19800000.0
Takehiro Tomiyasu,19800000.0
Amadou Diawara,19800000.0
Musa Barrow,19800000.0
Manuel Lazzari,19800000.0
Davide Calabria,19800000.0
Sofyan Amrabat,19800000.0
Eljif Elmas,19800000.0
Alexis Saelemaekers,19800000.0
João Pedro,19800000.0
Aleksey Miranchuk,19800000.0
Stefano Sensi,19800000.0
Hans Hateboer,19800000.0
Danilo,18700000.0
Andrea Petagna,18700000.0
Vedat Muriqi,18700000.0
Chris Smalling,18700000.0
Pierluigi Gollini,18700000.0
Giovanni Simeone,18700000.0
Dusan Vlahovic,17600000.0
Cristian Romero,16500000.0
Rafael Tolói,16500000.0
Diego Demme,16500000.0
Papu Gómez,16500000.0
Matteo Pessina,16500000.0
Mattia Zaccagni,16500000.0
Nikola Maksimovic,16500000.0
Dries Mertens,16500000.0
Roberto Gagliardini,16500000.0
Bartlomiej Dragowski,16500000.0
Stanislav Lobotka,15400000.0
Elseid Hysaj,15400000.0
Hamed Junior Traorè,15400000.0
Mário Rui,15400000.0
Brahim Díaz,15400000.0
Christian Kouamé,15400000.0
Francesco Acerbi,14300000.0
Samu Castillejo,14300000.0
Germán Pezzella,14300000.0
Leonardo Bonucci,14300000.0
Erick Pulgar,13750000.0
Diogo Dalot,13200000.0
Alfred Duncan,13200000.0
Amir Rrahmani,13200000.0
Rolando Mandragora,13200000.0
Marko Rog,13200000.0
Andrea Pinamonti,13200000.0
Matías Vecino,13200000.0
Luca Pellegrini,13200000.0
Gerard Deulofeu,13200000.0
Marco Silvestri,11000000.0
Nicolás Domínguez,11000000.0
Emil Audero,11000000.0
Lucas Martínez Quarta,11000000.0
Filip Djuricic,11000000.0
Simone Verdi,11000000.0
Gonzalo Villar,11000000.0
Răzvan Marin,11000000.0
Jakub Jankto,11000000.0
Pau López,11000000.0
Roberto Pereyra,11000000.0
Jens Petter Hauge,11000000.0
Ivan Perisic,11000000.0
Simon Kjaer,11000000.0
Roberto Soriano,11000000.0
Andreas Pereira,11000000.0
José Luis Palomino,11000000.0
Roberto Inglese,11000000.0
Borja Mayoral,11000000.0
Alexis Sánchez,11000000.0
Armando Izzo,11000000.0
Maxime López,11000000.0
Josip Ilicic,11000000.0
Sebastian Walukiewicz,11000000.0
Gian Marco Ferrari,11000000.0
Eddie Salcedo,10450000.0
Cristiano Biraghi,10450000.0
Mert Müldür,10450000.0
Sam Lammers,9900000.0
Andreas Cornelius,9900000.0
Patric,9900000.0
Carles Pérez,9900000.0
Keita Baldé,9900000.0
Mattia Caldara,9900000.0
Antonin Barak,9900000.0
Matteo Gabbia,9900000.0
Manolo Gabbiadini,8800000.0
Wylan Cyprien,8800000.0
Gianluca Scamacca,8800000.0
Marco Benassi,8800000.0
Adam Ounas,8800000.0
Danilo D'Ambrosio,8800000.0
Karol Linetty,8800000.0
Mikkel Damsgaard,8800000.0
Edin Dzeko,8800000.0
Arturo Vidal,8800000.0
Grégoire Defrel,8250000.0
Kevin Lasagna,8250000.0
Francesco Caputo,8250000.0
Yann Karamoh,8250000.0
Pedro,8250000.0
Mattia Perin,7700000.0
Nicolas N'Koulou,7700000.0
Gabriele Zappa,7700000.0
Matteo Darmian,7700000.0
Federico Dimarco,7700000.0
Adam Marusic,7700000.0
Rogério,7700000.0
Kévin Malcuit,7700000.0
Gianluca Caprari,7700000.0
Jerdy Schouten,7700000.0
Matteo Lovato,7700000.0
Riccardo Sottil,7700000.0
Davide Zappacosta,7700000.0
Ionuț Radu,7700000.0
Andrea Conti,7700000.0
Kaan Ayhan,7700000.0
Eldor Shomurodov,7150000.0
Mohamed Fares,7150000.0
Mattias Svanberg,7150000.0
Marlon,7150000.0
Hernani,7150000.0
Andreas Skov Olsen,7150000.0
Radja Nainggolan,6600000.0
Rick Karsdorp,6600000.0
Giuseppe Pezzella,6600000.0
Davide Faraoni,6600000.0
Daniele Baselli,6600000.0
Bremer,6600000.0
Ronaldo Vieira,6600000.0
Valentin Mihăilă,6600000.0
Adrien Tamèze,6600000.0
Wesley Hoedt,6600000.0
Bartosz Bereszynski,6600000.0
Luigi Sepe,6600000.0
Rade Krunic,6600000.0
Wilfried Singo,6600000.0
Lyanco,6050000.0
Alberto Grassi,6050000.0
Zlatan Ibrahimovic,5500000.0
Vlad Chiricheș,5500000.0
Morten Thorsby,5500000.0
Maxime Busi,5500000.0
Kevin Rüegg,5500000.0
David Ospina,5500000.0
Rodrigo Becão,5500000.0
Felipe Caicedo,5500000.0
Gianluca Lapadula,5500000.0
Stefano Sturaro,5500000.0
Pedro Obiang,5500000.0
Marko Pjaca,5500000.0
Nicola Sansone,5500000.0
Tommaso Pobega,5500000.0
Jeremy Toljan,5500000.0
Sasa Lukic,5500000.0
Faouzi Ghoulam,5500000.0
Mërgim Vojvoda,5500000.0
Juan Brunetta,5500000.0
Soualiho Meïté,5500000.0
Darko Lazovic,5500000.0
Gastón Pereiro,5500000.0
Giacomo Bonaventura,5500000.0
Walace,5500000.0
Simon Sohm,5500000.0
Aaron Hickey,5500000.0
Samir,5500000.0
Ignacio Pussetto,5500000.0
Federico Bonazzoli,5500000.0
Lautaro Valenti,5280000.0
Amer Gojak,4950000.0
Gastón Ramírez,4950000.0
Omar Colley,4950000.0
Mateo Musacchio,4950000.0
Leonardo Pavoletti,4950000.0
Igor,4950000.0
Koray Günter,4950000.0
Emanuel Vignato,4950000.0
Nicola Murru,4620000.0
Lucas Leiva,4400000.0
Fabio Depaoli,4400000.0
Adrien Silva,4400000.0
Mert Cetin,4400000.0
M'Bala Nzola,4400000.0
José Callejón,4400000.0
Andrea Favilli,4400000.0
Nahuel Molina,4400000.0
Nicolò Rovella,4400000.0
Gervinho,4400000.0
Andrea Consigli,4400000.0
Simone Zaza,4400000.0
Ebrima Colley,4400000.0
Kevin Bonifazi,4400000.0
Lukasz Skorupski,4400000.0
Filippo Romagna,4400000.0
Giacomo Raspadori,4400000.0
Juraj Kucka,4400000.0
Yordan Osorio,4400000.0
Denis Vavro,4400000.0
Maya Yoshida,4179999.9999999995
Mitchell Dijks,4179999.9999999995
Julian Chabot,3850000.0
Lukas Lerager,3850000.0
Lorenzo Montipò,3850000.0
Valerio Verre,3850000.0
Jeroen Zoet,3850000.0
Jean-Victor Makengo,3850000.0
Bosko Sutalo,3850000.0
Giangiacomo Magnani,3850000.0
Kevin Agudelo,3850000.0
Iago Falque,3850000.0
Lisandro Magallán,3850000.0
Jean-Daniel Akpa Akpro,3850000.0
Lucien Agoume,3850000.0
Matteo Ricci,3850000.0
Paolo Ghiglione,3850000.0
Georgios Kyriakopoulos,3850000.0
Albin Ekdal,3520000.0
Sebastiano Luperto,3520000.0
Christian Oliva,3520000.0
Gonzalo Escalante,3520000.0
Mattia Bani,3520000.0
Junior Messias,3300000.0
Federico Ceccherini,3300000.0
Danilo Cataldi,3300000.0
Jens Stryger Larsen,3300000.0
Davide Santon,3300000.0
Ivan Ilic,3300000.0
Riccardo Gagliolo,3300000.0
Antonio Candreva,3300000.0
Salvatore Sirigu,3300000.0
Diego Farias,3300000.0
Jasmin Kurtic,3300000.0
Andrea Carboni,3300000.0
Davide Biraschi,3300000.0
Franck Ribéry,3300000.0
Bram Nuytinck,3300000.0
Stefano Okaka,3300000.0
Lennart Czyborra,3300000.0
Kamil Glik,3300000.0
Tomás Rincón,3300000.0
Ricardo Rodríguez,3300000.0
Mehdi Bourabia,3300000.0
Paolo Faragò,3300000.0
Antonino La Gumina,3300000.0
Cristiano Piccini,3080000.0
Simy,2750000.0
Gianluca Frabotta,2750000.0
Samir Handanovic,2750000.0
Stefan Radu,2750000.0
Javier Pastore,2750000.0
Pawel Dawidowicz,2750000.0
Riccardo Calafiori,2750000.0
Nikola Kalinic,2750000.0
Tommaso Augello,2750000.0
Alberto Cerri,2750000.0
Aleksandar Kolarov,2750000.0
Gastón Brugman,2750000.0
Diego Godín,2750000.0
Antonio Barreca,2750000.0
Arkadiusz Reca,2750000.0
Giulio Maggiore,2750000.0
Roberto Insigne,2750000.0
Thomas Ouwejan,2750000.0
Federico Santander,2750000.0
Francesco Cassata,2750000.0
Bruno Peres,2750000.0
Juan Jesus,2750000.0
Ahmad Benali,2640000.0
Lorenzo Tonelli,2640000.0
Bruno Amione,2530000.0
Luca Ceppitelli,2420000.0
Miha Zajc,2420000.0
Edoardo Goldaniga,2200000.0
Pierre Kalulu,2200000.0
Mehdi Léris,2200000.0
Gaetano Letizia,2200000.0
Pedro Pereira,2200000.0
Sami Khedira,2200000.0
Giorgio Chiellini,2200000.0
Artur Ionita,2200000.0
Ashley Young,2200000.0
Eduardo Henrique,2200000.0
Charalampos Lykogiannis,2200000.0
Ilija Nestorovski,2200000.0
Riccardo Saponara,2200000.0
Luca Caldirola,2200000.0
Sofian Kiyine,2200000.0
Martin Erlic,2200000.0
Koffi Djidji,2200000.0
Lorenzo Venuti,2200000.0
Lorenzo De Silvestri,2200000.0
Alex Ferrari,2200000.0
Bryan Dabo,2200000.0
Darian Males,2200000.0
Domenico Criscito,2200000.0
Cristian Ansaldi,2200000.0
Marco Sportiello,2200000.0
Emmanuel Gyasi,1980000.0
Mattia Destro,1980000.0
Simone Bastoni,1980000.0
Andrea Poli,1980000.0
Luis Rojas,1980000.0
Tolgay Arslan,1980000.0
Jacopo Petriccione,1980000.0
Arturo Calabresi,1980000.0
Ibrahima Mbaye,1760000.0
Niccolò Zanellato,1760000.0
Milos Vulic,1760000.0
Nicolas Viola,1760000.0
Lukas Haraslin,1650000.0
Samuel Di Carmine,1650000.0
Andrea Ranocchia,1650000.0
Gabriele Moncini,1650000.0
Marco Parolo,1650000.0
Roberto Piccoli,1650000.0
Antonio Mirante,1650000.0
Hans Nicolussi Caviglia,1650000.0
Federico Barba,1650000.0
Ardian Ismajli,1650000.0
Gary Medel,1650000.0
Matteo Tramoni,1650000.0
Riccardo Improta,1650000.0
Milan Badelj,1650000.0
Jacopo Segre,1540000.0
Ivan Radovanovic,1430000.0
Salvatore Molina,1430000.0
Senad Lulic,1320000.0
Elio Capradossi,1320000.0
Simone Iacoponi,1320000.0
Marco Tumminello,1320000.0
Denis Dragus,1320000.0
Marvin Zeegelaar,1320000.0
Salva Ferrer,1320000.0
Giuseppe Cuomo,1100000.0
Alberto Paleari,1100000.0
Fernando Llorente,1100000.0
Vittorio Parigini,1100000.0
Pietro Terracciano,1100000.0
Alessandro Tripaldelli,1100000.0
Gianluigi Buffon,1100000.0
Andri Fannar Baldursson,1100000.0
Fabio Quagliarella,1100000.0
Ivan Provedel,1100000.0
Martín Cáceres,1100000.0
Miguel Veloso,1100000.0
Manolo Portanova,1100000.0
Ivor Pandur,1100000.0
Zito Luvumbo,1100000.0
Fernando Forestieri,1100000.0
Federico Fazio,1100000.0
Simone Scuffet,1100000.0
Federico Mattiello,1100000.0
Borja Valero,1100000.0
Kristoffer Askildsen,1100000.0
Daam Foulon,1100000.0
Cristián Zapata,1100000.0
Guglielmo Vicario,1100000.0
Destiny Udogie,1100000.0
Nahuel Estévez,1100000.0
Alessandro Deiola,1100000.0
Lorenzo Colombo,1100000.0
Daniele Verde,1100000.0
Matteo Ruggeri,1100000.0
Pasquale Schiattarella,1100000.0
Mattia Sprocati,990000.0
Riza Durmisi,990000.0
Filippo Melegoni,990000.0
Perparim Hetemaj,990000.0
Riccardo Marchizza,990000.0
Jacopo Dezi,990000.0
Léo Sena,990000.0
Andrés Tello,990000.0
Bruno Alves,880000.0
Edoardo Vergani,880000.0
Martin Palumbo,880000.0
Andrey Galabinov,880000.0
Karlo Letica,880000.0
Andrea Masiello,880000.0
Luca Cigarini,880000.0
Emmanuel Rivière,880000.0
Pepe Reina,880000.0
Sebastien De Maio,880000.0
Valentin Eysseric,880000.0
Daniel Maldini,880000.0
Alessandro Tuia,880000.0
Vladimir Golemic,880000.0
Kaique Rocha,880000.0
Nicolás Schiappacasse,880000.0
Jacopo Sala,880000.0
Botond Balogh,880000.0
Ragnar Klavan,880000.0
Vanja Milinković-Savić,880000.0
Alessandro Buongiorno,880000.0
Luca Marrone,825000.0
Vincent Laurini,770000.0
Ciprian Tatarusanu,770000.0
Nehuén Paz,770000.0
Simone Colombi,660000.0
Tòfol Montiel,660000.0
Cristian Dell'Orco,660000.0
Kingsley Michael,660000.0
Andrea Rispoli,660000.0
Joel Asoro,660000.0
Christian Dalle Mura,550000.0
Luca Mora,550000.0
Andrea Adorante,550000.0
Nikita Contini,550000.0
Marko Pajac,550000.0
Francesco Magnanelli,550000.0
Petar Micin,550000.0
Djavan Anderson,550000.0
Simone Edera,550000.0
Federico Brancolini,550000.0
Marco Sau,550000.0
Fabrizio Caligara,550000.0
Alex Cordaz,550000.0
Mato Jajalo,550000.0
Vasco Regini,550000.0
Luca Vignali,495000.0
Federico Peluso,440000.0
Gennaro Acampora,440000.0
Goran Pandev,440000.0
Boris Radunović,440000.0
Filip Stankovic,440000.0
Stefano Turati,440000.0
Valon Behrami,440000.0
Giuseppe Di Serio,440000.0
Juan Ramos,440000.0
Carlo Pinsoglio,440000.0
Daniele Padelli,440000.0
Nicolò Armini,440000.0
Luca Siligardi,440000.0
Erick Ferigra,440000.0
Rodrigo Palacio,440000.0
Andrea Danzi,440000.0
Giuseppe Mastinu,440000.0
Karim Laribi,385000.0
Antonio Donnarumma,330000.0
Titas Krapikas,330000.0
Sebastian Prödl,330000.0
Antonio Mazzotta,330000.0
Nicola Ravaglia,330000.0
Davide Di Gennaro,330000.0
Christian Maggio,330000.0
Claudio Terzi,330000.0
Antonio Di Gaudio,330000.0
Massimo Volta,330000.0
Manuel Gasparini,330000.0
Giacomo Ricci,275000.0
Lukas Zima,275000.0
Michel Ndary Adopo,220000.0
Aristóteles Romero,220000.0
Federico Marchetti,220000.0
Giuseppe Caso,220000.0
Rafael,220000.0
Filippo Rinaldi,220000.0
Samir Ujkani,220000.0
Andrea Dini,220000.0
Angelo da Costa,220000.0
Luigi Vitale,220000.0
Nicolò Manfredini,193000.0
Abdallah Basit,165000.0
Marco Festa,165000.0
Simone Aresti,165000.0
Gian Marco Crespi,165000.0
Gianluca Pegolo,165000.0
Antonio Rosati,110000.0
Marco Alia,110000.0
Siriki Sanogo,110000.0
Francesco Rossi,110000.0
Federico Ravaglia,110000.0
Silvio Proto,110000.0
Sebastian Breza,110000.0
Madiu Bari,110000.0
Igor Lucatelli,110000.0
Nicola Borghetto,83000.0
Davide Masella,83000.0
Christian Pastina,83000.0
Francesco D'Alterio,55000.0
Alessandro Berardi,55000.0
Pier Graziano Gori,55000.0
Simone Farelli,55000.0
Joseph Marie Minala,770000.0
Jérôme Onguéné,4400000.0
Orji Okwonkwo,880000.0
Maximiliano Olivera,1650000.0
Mario Mandzukic,2750000.0
Adama Soumaoro,5500000.0
Daniel Bessa,2970000.0
Ernesto Torregrossa,4950000.0
Musa Juwara,2200000.0
Chris Richards,5500000.0
Tiago Dantas,4400000.0
Ron-Thorben Hoffmann,550000.0
Angelo Stiller,2750000.0
Bright Arrey-Mbi,1100000.0
Márton Dárdai,770000.0
Dion Berisha,330000.0
Tim Civeja,330000.0
Seong-hoon Cheon,275000.0
Benjamin Leneis,220000.0
Luka Jovic,22000000.0
Ansgar Knauff,550000.0
Jan Olschowsky,330000.0
Steffen Tigges,275000.0
Kaan Kurt,275000.0
Marvin Obuz,165000.0
Luca Schuler,110000.0
Matthew Hoppe,110000.0
Dominik Szoboszlai,27500000.0
Joe Scally,2200000.0
Sead Kolasinac,8800000.0
Timothy Fosu-Mensah,4400000.0
Jadon Sancho,110000000.0
Erling Haaland,110000000.0
Lucas Hernández,55000000.0
Marcus Thuram,44000000.0
Moussa Diaby,39600000.0
Julian Brandt,38500000.0
Matthias Ginter,38500000.0
Alassane Plea,38500000.0
Dani Olmo,36300000.0
Matheus Cunha,35200000.0
Andrej Kramaric,35200000.0
Giovanni Reyna,33000000.0
Edmond Tapsoba,33000000.0
André Silva,30800000.0
Florian Neuhaus,30800000.0
Manuel Akanji,27500000.0
Angeliño,27500000.0
Ozan Kabak,27500000.0
Florian Wirtz,26400000.0
Lucas Alario,22000000.0
Ryan Sessegnon,22000000.0
Jonathan Tah,22000000.0
Emil Forsberg,22000000.0
Kerem Demirbay,19800000.0
Ramy Bensebaini,19800000.0
Milot Rashica,19800000.0
Thomas Meunier,19800000.0
Christoph Baumgartner,19800000.0
Amadou Haidara,19800000.0
Nicolás González,17600000.0
Amine Harit,17600000.0
Jhon Córdoba,17600000.0
Daichi Kamada,17600000.0
Josip Brekalo,16500000.0
Orel Mangala,15400000.0
Jonas Hofmann,15400000.0
Diadié Samassékou,15400000.0
Stefan Posch,14300000.0
Dennis Geiger,14300000.0
Ruben Vargas,14300000.0
Javairô Dilrosun,13750000.0
Felix Uduokhai,13200000.0
Ridle Baku,12100000.0
Arne Maier,11000000.0
Mahmoud Dahoud,11000000.0
Silas Wamangituka,11000000.0
Baptiste Santamaria,11000000.0
Youssoufa Moukoko,11000000.0
Jamal Musiala,11000000.0
Josh Sargent,9900000.0
Moussa Niakhaté,9900000.0
Robin Quaison,9900000.0
Gonçalo Paciência,8800000.0
Maxence Lacroix,8800000.0
Wendell,8250000.0
Daley Sinkgraven,8250000.0
Djibril Sow,7700000.0
Iago,7150000.0
Omar Alderete,7150000.0
Robin Knoche,7150000.0
Benito Raman,6600000.0
Marco Richter,6600000.0
Pierre Kunde Malong,6600000.0
Wataru Endo,6600000.0
Lászlo Bénes,6600000.0
Leonardo Bittencourt,6600000.0
Kevin Akpoguma,6600000.0
Marco Friedl,6050000.0
Niclas Füllkrug,5500000.0
Carlos Gruezo,5500000.0
Roland Sallai,5500000.0
Sasa Kalajdzic,4950000.0
Mitchell Weiser,4950000.0
Marvin Friedrich,4950000.0
Christopher Lenz,4400000.0
Kevin Stöger,4400000.0
Benjamin Stambouli,4400000.0
Amos Pieper,3850000.0
Frederik Rönnow,3850000.0
Mike van der Hoorn,3300000.0
Lazar Samardzic,3300000.0
Jorge Meré,3300000.0
Felix Passlack,3300000.0
Borna Sosa,3300000.0
Can Bozdogan,2750000.0
Tomas Koubek,2750000.0
Jonathan Burkardt,2750000.0
Alfred Finnbogason,2750000.0
Kilian Ludewig,2750000.0
Mateo Klimowicz,2750000.0
Woo-yeong Jeong,2750000.0
Loris Karius,2200000.0
Tanguy Coulibaly,2200000.0
Jean Manuel Mbom,2200000.0
Melayro Bogarde,2200000.0
Aymen Barkok,2200000.0
Atakan Karazor,2200000.0
Jannes Horn,2200000.0
Malick Thiaw,2200000.0
Raphael Framberger,2200000.0
Roberto Massimo,1980000.0
André Hahn,1980000.0
Sheraldo Becker,1870000.0
Rafal Gikiewicz,1650000.0
Manuel Prietl,1430000.0
Clinton Mola,1320000.0
Tolu Arokodare,1320000.0
Christopher Trimmel,1320000.0
Luca Netz,1100000.0
Cebio Soukou,1100000.0
Jessic Ngankam,1100000.0
Andreas Luthe,990000.0
Julian Ryerson,880000.0
Paul Nebel,880000.0
Peter Pekarik,880000.0
Ádám Szalai,825000.0
Kerim Calhanoglu,770000.0
Anderson Lucoqui,770000.0
Reinhold Yabo,770000.0
Rocco Reitz,550000.0
Christian Groß,550000.0
Momo Cissé,550000.0
Finn Dahmen,550000.0
Jomaine Consbruch,550000.0
Timo Becker,550000.0
Carlo Boukhalfa,440000.0
Joscha Wosz,440000.0
Felix Irorere,220000.0
João Queirós,220000.0
Elias Bördner,110000.0
Klaas-Jan Huntelaar,880000.0
Marc Roca,17600000.0
Sebastiaan Bornauw,14300000.0
Serge Gnabry,99000000.0
Joshua Kimmich,93500000.0
Alphonso Davies,88000000.0
Leroy Sané,77000000.0
Dayot Upamecano,66000000.0
Leon Goretzka,66000000.0
Robert Lewandowski,66000000.0
Benjamin Pavard,49500000.0
Lukas Klostermann,41800000.0
Thomas Müller,38500000.0
Nico Elvedi,33000000.0
Konrad Laimer,33000000.0
Jude Bellingham,29700000.0
Emre Can,28600000.0
Yussuf Poulsen,27500000.0
Nordi Mukiele,25300000.0
Mats Hummels,22000000.0
Lucas Tousart,22000000.0
Martin Hinteregger,19800000.0
Manuel Neuer,19800000.0
Axel Witsel,18700000.0
Tyler Adams,17600000.0
Kevin Kampl,15400000.0
Willi Orban,13200000.0
Péter Gulácsi,12100000.0
William,11000000.0
Javi Martínez,11000000.0
Matija Nastasic,11000000.0
John Anthony Brooks,11000000.0
Niklas Stark,11000000.0
Pavel Kaderabek,11000000.0
Omar Mascarell,11000000.0
Jérôme Roussillon,11000000.0
Hannes Wolf,11000000.0
Maximilian Mittelstädt,11000000.0
Nico Schulz,11000000.0
Christian Günter,9900000.0
Alexander Schwolow,8800000.0
Jacob Bruun Larsen,8800000.0
Alexander Nübel,8800000.0
Ludwig Augustinsson,8800000.0
Ishak Belfodil,8250000.0
Daniel Ginczek,7700000.0
Ondrej Duda,7700000.0
Danny da Costa,7700000.0
Noah Katterbach,7700000.0
Max Kruse,7150000.0
Patrick Herrmann,7150000.0
Yannick Gerhardt,6600000.0
Admir Mehmedi,6600000.0
Kevin Vogt,6600000.0
Jonas Hector,6600000.0
Mijat Gacinovic,6600000.0
Gregor Kobel,6050000.0
Lars Stindl,5500000.0
Marvin Plattenhardt,5500000.0
Nils Petersen,5500000.0
Deyovaisio Zeefuik,5500000.0
Sebastian Rudy,4950000.0
Jetro Willems,4950000.0
Renato Steffen,4950000.0
Michael Gregoritsch,4950000.0
Benjamin Hübner,4400000.0
Florian Kainz,4400000.0
Ermedin Demirovic,4400000.0
Keven Schlotterbeck,4400000.0
Alessandro Schöpf,3850000.0
Steven Zuber,3300000.0
Daniel Caligiuri,3300000.0
Yuya Osako,3300000.0
Ömer Toprak,3300000.0
Lukas Klünter,3080000.0
Bastian Oczipka,3080000.0
Chang-hoon Kwon,3080000.0
Anthony Modeste,3080000.0
Kasim Adams,2750000.0
Kingsley Ehizibue,2750000.0
Niko Gießelmann,2750000.0
Josep Martínez,2750000.0
Ermin Bicakcic,2640000.0
Dominick Drexler,2420000.0
Timothy Chandler,2200000.0
Stefan Ilsanker,2200000.0
Luca Kilian,2200000.0
Danny Latza,2200000.0
Konstantinos Stafylidis,2200000.0
Reece Oxford,2200000.0
Julian Baumgartlinger,2200000.0
Mark Flekken,2200000.0
Ragnar Ache,1980000.0
Marwin Hitz,1870000.0
Mathew Leckie,1650000.0
Lukas Kübler,1650000.0
Ron-Robert Zieler,1650000.0
Lilian Egloff,1650000.0
Erik Durm,1650000.0
Kevin Möhwald,1650000.0
Daniel Brosinski,1430000.0
Paulo Otávio,1320000.0
Florian Hübner,1100000.0
Benno Schmitz,1100000.0
Niklas Moisander,1100000.0
Marco Höger,1100000.0
Levent Mercan,1100000.0
Marek Suchy,1100000.0
Marcel Schmelzer,1100000.0
