Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards,Total Shots,Shots on Target,Passes Completed,Passes Attempted,Key Passes,Completed Passes into PA,Players Dribbled Past,Dribbles into PA
Christian Kabasele,Premier League,DF,28.0,76.0,72.0,68.5,2.0,2.0,12.0,3.0,22.0,6.0,1573.0,2123.0,6.0,5.0,9.0,0.0
Christian Kouakou,Ligue 1,FW,27.0,20.0,7.0,9.5,1.0,1.0,0.0,0.0,27.0,6.0,99.0,147.0,6.0,7.0,6.0,9.0
Christian Kouamé,Serie A,FW,23.0,73.0,51.0,53.599999999999994,11.0,8.0,6.0,0.0,134.0,43.0,1023.0,1464.0,66.0,43.0,97.0,37.0
Christian Maggio,Serie A,DF,38.0,21.0,8.0,10.399999999999999,0.0,0.0,2.0,0.0,4.0,2.0,496.0,608.0,4.0,5.0,5.0,0.0
Christian Mathenia,Bundesliga,GK,26.0,46.0,46.0,45.5,0.0,0.0,4.0,0.0,0.0,0.0,940.0,1584.0,1.0,0.0,1.0,0.0
Christian Nørgaard,Serie A,MF,24.0,6.0,4.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,142.0,172.0,3.0,1.0,3.0,0.0
Christian Oliva,Serie A,MF,24.0,20.0,6.0,8.5,1.0,2.0,3.0,0.0,3.0,1.0,342.0,394.0,4.0,5.0,4.0,0.0
Christian Pastina,Serie A,DF,19.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,12.0,16.0,1.0,1.0,0.0,0.0
Christian Puggioni,Serie A,GK,36.0,23.0,23.0,22.1,0.0,0.0,0.0,1.0,0.0,0.0,518.0,714.0,0.0,0.0,0.0,0.0
Christian Pulisic,Premier League,"FW,MF",22.0,89.0,64.0,64.8,18.0,13.0,4.0,0.0,145.0,55.0,1883.0,2456.0,83.0,98.0,236.0,120.0
Christian Santos,La Liga,FW,29.0,10.0,5.0,4.9,2.0,0.0,3.0,2.0,7.0,4.0,90.0,141.0,3.0,1.0,0.0,0.0
Christian Strohdiek,Bundesliga,DF,31.0,16.0,16.0,15.1,1.0,2.0,3.0,0.0,8.0,3.0,477.0,634.0,9.0,2.0,1.0,0.0
Christoph Baumgartner,Bundesliga,"MF,FW",21.0,44.0,32.0,31.0,9.0,5.0,9.0,1.0,85.0,33.0,745.0,1023.0,33.0,23.0,59.0,27.0
Christoph Daferner,Bundesliga,FW,20.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Christoph Janker,Bundesliga,"MF,FW",33.0,9.0,1.0,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,31.0,41.0,0.0,0.0,1.0,0.0
Christoph Kramer,Bundesliga,MF,29.0,83.0,70.0,66.5,5.0,1.0,15.0,0.0,34.0,7.0,3453.0,3978.0,29.0,38.0,77.0,6.0
Christoph Zimmermann,Premier League,DF,26.0,17.0,16.0,15.9,0.0,1.0,3.0,0.0,6.0,1.0,492.0,609.0,1.0,1.0,4.0,0.0
Christophe Hérelle,Ligue 1,DF,28.0,93.0,90.0,88.1,3.0,0.0,22.0,3.0,41.0,8.0,4266.0,4900.0,15.0,13.0,21.0,2.0
Christophe Jallet,Ligue 1,DF,35.0,41.0,34.0,32.3,2.0,1.0,7.0,0.0,13.0,6.0,1631.0,1985.0,27.0,28.0,26.0,3.0
Christophe Kerbrat,Ligue 1,DF,31.0,62.0,62.0,60.2,1.0,0.0,7.0,1.0,9.0,1.0,1979.0,2507.0,5.0,6.0,6.0,0.0
Christopher Antwi-Adjei,Bundesliga,"MF,FW",25.0,34.0,28.0,27.4,1.0,2.0,2.0,0.0,47.0,10.0,603.0,846.0,42.0,30.0,41.0,44.0
Christopher Jullien,Ligue 1,DF,25.0,64.0,64.0,62.4,2.0,1.0,15.0,0.0,51.0,15.0,2189.0,2707.0,12.0,5.0,5.0,0.0
Christopher Lenz,Bundesliga,DF,26.0,43.0,43.0,41.9,0.0,6.0,4.0,0.0,26.0,7.0,1440.0,1983.0,33.0,40.0,32.0,10.0
Christopher Martins,Ligue 1,MF,20.0,2.0,1.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,31.0,38.0,0.0,1.0,1.0,0.0
Christopher Nkunku,Bundesliga,"FW,MF",23.0,86.0,47.0,49.6,14.0,16.0,4.0,0.0,116.0,51.0,1824.0,2177.0,119.0,74.0,109.0,38.0
Christopher Rocchia,Ligue 1,DF,22.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0
Christopher Schindler,Premier League,DF,28.0,74.0,74.0,72.5,1.0,1.0,12.0,3.0,24.0,3.0,2426.0,2957.0,7.0,2.0,2.0,0.0
Christopher Trimmel,Bundesliga,DF,33.0,47.0,47.0,45.9,0.0,14.0,10.0,0.0,10.0,4.0,1611.0,2318.0,91.0,39.0,35.0,3.0
Chuca,La Liga,MF,20.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,36.0,56.0,1.0,0.0,0.0,1.0
Churripi,La Liga,GK,25.0,3.0,3.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,35.0,99.0,0.0,0.0,0.0,0.0
Ciaran Clark,Premier League,DF,31.0,55.0,52.0,52.099999999999994,8.0,1.0,9.0,0.0,29.0,13.0,1254.0,1690.0,9.0,10.0,14.0,0.0
Cifu,La Liga,DF,30.0,5.0,2.0,2.2,0.0,0.0,1.0,0.0,1.0,0.0,96.0,123.0,2.0,3.0,4.0,0.0
Ciprian Tătărușanu,Serie A,GK,34.0,67.0,67.0,66.6,0.0,0.0,0.0,0.0,0.0,0.0,1165.0,1778.0,1.0,1.0,0.0,0.0
Ciro Immobile,Serie A,FW,30.0,122.0,115.0,111.00000000000001,92.0,23.0,20.0,2.0,397.0,165.0,2380.0,3104.0,165.0,103.0,124.0,134.0
Claud Adjapong,Serie A,DF,21.0,26.0,19.0,19.200000000000003,1.0,0.0,6.0,1.0,21.0,5.0,498.0,695.0,11.0,9.0,28.0,11.0
Claudio Beauvue,Ligue 1,FW,30.0,53.0,33.0,35.3,5.0,0.0,5.0,0.0,85.0,24.0,454.0,705.0,24.0,16.0,24.0,12.0
Claudio Bravo,La Liga,GK,37.0,16.0,14.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,356.0,490.0,1.0,0.0,3.0,0.0
Claudio Marchisio,Serie A,MF,31.0,15.0,9.0,9.1,0.0,1.0,1.0,0.0,12.0,4.0,607.0,685.0,6.0,6.0,12.0,0.0
Claudio Pizarro,Bundesliga,"FW,MF",40.0,60.0,8.0,16.700000000000003,6.0,3.0,1.0,0.0,46.0,13.0,427.0,581.0,21.0,24.0,33.0,7.0
Claudio Terzi,Serie A,DF,36.0,14.0,13.0,12.7,1.0,1.0,8.0,1.0,3.0,1.0,701.0,830.0,1.0,5.0,1.0,0.0
Claudio Yacob,Premier League,MF,30.0,16.0,9.0,10.0,0.0,0.0,5.0,0.0,8.0,1.0,307.0,375.0,1.0,0.0,1.0,0.0
Clinton N'Jie,Ligue 1,"FW,MF",24.0,39.0,12.0,13.7,10.0,5.0,2.0,0.0,41.0,17.0,242.0,330.0,22.0,7.0,29.0,17.0
Clément Depres,Ligue 1,FW,23.0,17.0,4.0,4.9,4.0,0.0,1.0,0.0,29.0,12.0,114.0,166.0,4.0,3.0,3.0,4.0
Clément Grenier,Ligue 1,MF,30.0,70.0,60.0,58.60000000000001,11.0,9.0,11.0,0.0,94.0,29.0,2632.0,3482.0,110.0,50.0,60.0,5.0
Clément Lenglet,La Liga,DF,25.0,102.0,97.0,94.6,7.0,2.0,35.0,4.0,35.0,12.0,5317.0,5960.0,13.0,13.0,21.0,0.0
Clément Michelin,Ligue 1,DF,23.0,20.0,11.0,10.8,0.0,2.0,2.0,1.0,3.0,0.0,371.0,541.0,13.0,12.0,1.0,0.0
Clément Vidal,Ligue 1,DF,19.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,45.0,0.0,0.0,0.0,0.0
Coke,La Liga,DF,33.0,70.0,50.0,50.2,8.0,0.0,14.0,3.0,36.0,15.0,1830.0,2412.0,36.0,48.0,63.0,9.0
Colin Dagba,Ligue 1,DF,22.0,42.0,24.0,26.5,1.0,4.0,6.0,0.0,10.0,2.0,1469.0,1631.0,27.0,26.0,28.0,10.0
Collin Quaner,Premier League,"FW,MF",27.0,28.0,13.0,14.6,0.0,4.0,4.0,0.0,15.0,3.0,327.0,458.0,18.0,12.0,17.0,25.0
Connor Goldson,Premier League,DF,24.0,3.0,2.0,2.2,0.0,0.0,1.0,0.0,2.0,1.0,64.0,88.0,0.0,0.0,0.0,0.0
Connor Roberts,Premier League,MF,21.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,174.0,0.0,2.0,0.0,0.0
Connor Wickham,Premier League,"FW,MF",26.0,12.0,0.0,1.8,1.0,2.0,0.0,0.0,9.0,3.0,35.0,57.0,3.0,0.0,2.0,2.0
Conor Coady,Premier League,DF,27.0,94.0,94.0,93.7,0.0,0.0,13.0,0.0,3.0,0.0,3709.0,4348.0,7.0,12.0,13.0,0.0
Conor Gallagher,Premier League,MF,20.0,14.0,14.0,13.9,2.0,0.0,6.0,0.0,19.0,6.0,421.0,510.0,6.0,9.0,21.0,6.0
Conor Hourihane,Premier League,MF,29.0,31.0,21.0,19.5,4.0,6.0,4.0,0.0,34.0,12.0,658.0,876.0,41.0,16.0,6.0,2.0
Conor Townsend,Premier League,DF,27.0,8.0,8.0,7.8,0.0,0.0,0.0,0.0,3.0,2.0,348.0,450.0,4.0,7.0,6.0,2.0
Corentin Jean,Ligue 1,"FW,MF",25.0,66.0,27.0,29.700000000000003,1.0,4.0,5.0,0.0,51.0,21.0,579.0,848.0,40.0,30.0,33.0,18.0
Corentin Tolisso,Bundesliga,MF,26.0,53.0,31.0,32.1,8.0,6.0,3.0,1.0,69.0,27.0,2023.0,2293.0,37.0,35.0,19.0,7.0
Costel Pantilimon,La Liga,GK,30.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,127.0,0.0,0.0,1.0,0.0
Craig Cathcart,Premier League,DF,30.0,72.0,68.0,67.8,3.0,0.0,10.0,0.0,21.0,9.0,1911.0,2331.0,3.0,7.0,8.0,0.0
Craig Dawson,Premier League,DF,30.0,61.0,58.0,58.099999999999994,4.0,0.0,12.0,0.0,42.0,11.0,1559.0,2113.0,19.0,21.0,9.0,3.0
Cristhian Stuani,La Liga,FW,31.0,65.0,62.0,60.2,40.0,0.0,17.0,0.0,145.0,65.0,664.0,981.0,22.0,8.0,45.0,11.0
Cristian Ansaldi,Serie A,DF,34.0,87.0,68.0,65.0,9.0,9.0,18.0,2.0,85.0,22.0,2018.0,2898.0,91.0,129.0,187.0,30.0
Cristian Battocchio,Ligue 1,"MF,FW",28.0,39.0,18.0,19.4,3.0,1.0,1.0,0.0,25.0,7.0,835.0,1048.0,20.0,8.0,14.0,2.0
Cristian Benavente,Ligue 1,"MF,FW",25.0,12.0,4.0,3.9,0.0,1.0,0.0,0.0,5.0,3.0,124.0,156.0,7.0,1.0,4.0,0.0
Cristian Dell'Orco,Serie A,DF,26.0,42.0,30.0,30.7,1.0,2.0,3.0,1.0,6.0,1.0,1146.0,1428.0,11.0,17.0,13.0,2.0
Cristian Ganea,La Liga,MF,26.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,1.0,0.0,0.0
Cristian López,Ligue 1,FW,29.0,19.0,2.0,4.1,2.0,0.0,2.0,0.0,11.0,3.0,72.0,101.0,1.0,2.0,3.0,0.0
Cristian Molinaro,Serie A,"DF,MF",35.0,34.0,30.0,30.299999999999997,0.0,1.0,4.0,0.0,3.0,0.0,1215.0,1593.0,26.0,29.0,25.0,9.0
Cristian Rivera,La Liga,MF,22.0,34.0,24.0,25.0,2.0,0.0,5.0,0.0,16.0,6.0,804.0,983.0,16.0,10.0,27.0,1.0
Cristian Romero,Serie A,DF,22.0,70.0,69.0,66.2,3.0,4.0,32.0,3.0,40.0,13.0,2412.0,2800.0,14.0,9.0,35.0,1.0
Cristian Tello,La Liga,"FW,MF",29.0,103.0,42.0,53.099999999999994,14.0,8.0,6.0,0.0,112.0,48.0,1869.0,2336.0,68.0,65.0,89.0,99.0
Cristiano Biraghi,Serie A,DF,28.0,113.0,104.0,102.1,5.0,18.0,24.0,0.0,92.0,23.0,3968.0,5621.0,195.0,162.0,61.0,19.0
Cristiano Lombardi,Serie A,"DF,MF",21.0,17.0,13.0,12.4,0.0,2.0,3.0,0.0,15.0,4.0,248.0,356.0,15.0,12.0,17.0,7.0
Cristiano Piccini,Serie A,DF,28.0,26.0,22.0,22.3,1.0,0.0,3.0,0.0,14.0,2.0,860.0,1094.0,6.0,26.0,35.0,5.0
Cristiano Ronaldo,Serie A,FW,35.0,105.0,103.0,100.79999999999998,93.0,19.0,7.0,0.0,604.0,223.0,3052.0,3720.0,149.0,116.0,178.0,172.0
Cristián Zapata,Serie A,DF,34.0,53.0,50.0,48.3,1.0,0.0,10.0,0.0,21.0,6.0,2296.0,2534.0,11.0,6.0,18.0,2.0
Cristo González,La Liga,FW,20.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,10.0,11.0,1.0,1.0,0.0,0.0
Cristóbal Montiel Rodríguez,Serie A,FW,18.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,2.0,2.0,0.0,1.0
Cucho,La Liga,"FW,MF",21.0,70.0,56.0,52.4,11.0,7.0,14.0,1.0,148.0,49.0,978.0,1436.0,56.0,57.0,104.0,48.0
Cuco Martina,Premier League,DF,27.0,21.0,20.0,20.3,0.0,2.0,2.0,0.0,3.0,2.0,765.0,1020.0,13.0,22.0,2.0,1.0
Curtis Jones,Premier League,MF,19.0,18.0,8.0,9.0,1.0,0.0,1.0,0.0,15.0,7.0,698.0,771.0,8.0,16.0,14.0,7.0
Cyril Théréau,Serie A,"FW,MF",35.0,29.0,19.0,16.200000000000003,7.0,2.0,3.0,0.0,34.0,10.0,518.0,657.0,24.0,11.0,23.0,9.0
Cyrus Christie,Premier League,DF,25.0,28.0,19.0,21.6,0.0,1.0,7.0,0.0,11.0,4.0,876.0,1194.0,21.0,24.0,31.0,11.0
Cédric Bakambu,La Liga,FW,26.0,15.0,15.0,14.0,9.0,0.0,5.0,0.0,31.0,15.0,200.0,281.0,12.0,5.0,11.0,12.0
Cédric Brunner,Bundesliga,DF,26.0,15.0,14.0,14.1,0.0,0.0,3.0,0.0,3.0,1.0,536.0,719.0,7.0,9.0,19.0,2.0
Cédric Soares,Premier League,DF,29.0,77.0,71.0,68.89999999999999,2.0,8.0,8.0,0.0,49.0,12.0,2647.0,3688.0,56.0,86.0,30.0,3.0
Cédric Varrault,Ligue 1,DF,37.0,11.0,10.0,9.8,1.0,0.0,0.0,0.0,4.0,1.0,369.0,457.0,2.0,1.0,3.0,0.0
Cédric Yamberé,Ligue 1,DF,27.0,65.0,61.0,62.7,3.0,0.0,11.0,2.0,32.0,7.0,2089.0,2555.0,9.0,15.0,17.0,0.0
César Azpilicueta,Premier League,DF,31.0,120.0,118.0,118.29999999999998,5.0,18.0,9.0,0.0,65.0,19.0,7672.0,9224.0,102.0,149.0,41.0,16.0
Daam Foulon,Serie A,DF,21.0,14.0,7.0,7.2,0.0,1.0,4.0,0.0,1.0,0.0,240.0,324.0,5.0,5.0,4.0,2.0
Daan Dierckx,Serie A,DF,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0
Daichi Kamada,Bundesliga,"MF,FW",24.0,47.0,37.0,35.9,4.0,9.0,7.0,0.0,67.0,21.0,932.0,1259.0,71.0,25.0,56.0,37.0
Daishawn Redan,Bundesliga,"FW,MF",19.0,6.0,0.0,0.7,0.0,0.0,0.0,0.0,2.0,0.0,13.0,17.0,0.0,1.0,3.0,2.0
Dalbert Henrique,Ligue 1,DF,27.0,60.0,45.0,44.6,0.0,6.0,12.0,1.0,32.0,7.0,1798.0,2360.0,49.0,60.0,34.0,11.0
Dale Stephens,Premier League,MF,31.0,104.0,96.0,94.3,1.0,5.0,20.0,1.0,50.0,6.0,4110.0,4852.0,56.0,51.0,38.0,4.0
Daley Blind,Premier League,"DF,MF",27.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,215.0,273.0,7.0,5.0,1.0,0.0
Daley Sinkgraven,Bundesliga,DF,25.0,28.0,24.0,22.1,0.0,1.0,4.0,0.0,4.0,0.0,1430.0,1717.0,19.0,13.0,36.0,5.0
Damian Kądzior,La Liga,"FW,MF",28.0,6.0,2.0,2.2,0.0,0.0,0.0,0.0,5.0,1.0,44.0,76.0,1.0,1.0,3.0,0.0
Damien Da Silva,Ligue 1,DF,32.0,107.0,106.0,105.3,11.0,3.0,18.0,0.0,59.0,26.0,4473.0,5203.0,11.0,12.0,36.0,0.0
Damien Delaney,Premier League,DF,36.0,2.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,42.0,0.0,0.0,0.0,0.0
Damien Le Tallec,Ligue 1,"MF,DF",30.0,75.0,67.0,66.2,5.0,0.0,7.0,1.0,52.0,21.0,2006.0,2478.0,31.0,21.0,10.0,2.0
Damir Ceter,Serie A,"FW,MF",19.0,6.0,1.0,2.2,0.0,0.0,0.0,0.0,1.0,0.0,37.0,58.0,4.0,2.0,6.0,0.0
Damián Musto,La Liga,MF,31.0,24.0,20.0,18.7,0.0,0.0,11.0,0.0,16.0,2.0,628.0,778.0,6.0,4.0,2.0,0.0
Damián Suárez,La Liga,DF,32.0,113.0,113.0,110.5,3.0,11.0,51.0,2.0,51.0,12.0,3931.0,5797.0,139.0,133.0,112.0,12.0
Dan Burn,Premier League,DF,28.0,46.0,43.0,42.1,0.0,0.0,8.0,0.0,19.0,0.0,1830.0,2412.0,20.0,26.0,32.0,5.0
Dan Gosling,Premier League,MF,29.0,77.0,54.0,54.900000000000006,7.0,3.0,19.0,0.0,55.0,21.0,1976.0,2507.0,32.0,37.0,29.0,10.0
Dan Ndoye,Ligue 1,"FW,MF",20.0,16.0,1.0,3.6,1.0,1.0,0.0,0.0,12.0,4.0,55.0,78.0,0.0,2.0,5.0,9.0
Dan Nlundulu,Premier League,FW,21.0,7.0,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,17.0,22.0,1.0,1.0,4.0,0.0
Dan-Axel Zagadou,Bundesliga,DF,21.0,49.0,33.0,34.199999999999996,4.0,1.0,5.0,1.0,25.0,9.0,2222.0,2532.0,10.0,6.0,24.0,1.0
Dani Alves,Ligue 1,"MF,DF",35.0,48.0,42.0,40.9,2.0,11.0,11.0,1.0,57.0,12.0,3013.0,3576.0,81.0,113.0,46.0,15.0
Dani Calvo,La Liga,DF,26.0,7.0,4.0,4.3,0.0,0.0,1.0,0.0,0.0,0.0,155.0,192.0,0.0,0.0,0.0,0.0
Dani Carvajal,La Liga,DF,29.0,90.0,88.0,87.7,2.0,13.0,37.0,1.0,57.0,21.0,5764.0,6784.0,114.0,147.0,106.0,49.0
Dani Castellano,La Liga,DF,29.0,24.0,23.0,22.5,0.0,1.0,5.0,0.0,4.0,0.0,793.0,1033.0,13.0,10.0,27.0,2.0
Dani Ceballos,Premier League,MF,24.0,75.0,45.0,48.5,5.0,3.0,7.0,0.0,47.0,12.0,3103.0,3521.0,76.0,67.0,82.0,13.0
Dani Cárdenas,La Liga,GK,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,0.0,0.0,0.0,0.0
Dani Escriche,La Liga,"MF,FW",22.0,7.0,1.0,1.6,0.0,0.0,1.0,0.0,2.0,0.0,27.0,30.0,0.0,0.0,2.0,0.0
Dani García,La Liga,MF,30.0,111.0,105.0,102.5,0.0,4.0,41.0,0.0,40.0,4.0,4103.0,4994.0,43.0,21.0,32.0,1.0
Dani Giménez,La Liga,GK,34.0,4.0,4.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,91.0,1.0,0.0,1.0,0.0
Dani Gómez,La Liga,FW,22.0,16.0,8.0,8.3,1.0,1.0,2.0,0.0,17.0,5.0,108.0,154.0,6.0,3.0,13.0,13.0
Dani Ojeda,La Liga,"MF,DF",23.0,5.0,2.0,2.1,0.0,0.0,1.0,0.0,2.0,1.0,49.0,71.0,2.0,1.0,2.0,0.0
Dani Olmo,Bundesliga,"MF,FW",22.0,29.0,22.0,20.9,5.0,6.0,2.0,0.0,62.0,19.0,702.0,924.0,27.0,39.0,30.0,15.0
Dani Raba,La Liga,MF,22.0,29.0,16.0,14.4,2.0,5.0,3.0,1.0,24.0,7.0,447.0,609.0,30.0,12.0,21.0,15.0
Dani Rodríguez,La Liga,"MF,FW",31.0,37.0,36.0,33.8,5.0,2.0,7.0,0.0,52.0,11.0,945.0,1161.0,37.0,25.0,56.0,8.0
Daniel Amartey,Premier League,DF,26.0,21.0,16.0,15.4,0.0,0.0,4.0,2.0,5.0,1.0,730.0,900.0,3.0,0.0,6.0,0.0
Daniel Baier,Bundesliga,MF,35.0,85.0,84.0,81.1,1.0,3.0,19.0,0.0,70.0,17.0,3106.0,4095.0,56.0,51.0,49.0,6.0
Daniel Bessa,Serie A,DF,28.0,63.0,46.0,47.400000000000006,4.0,4.0,13.0,0.0,51.0,21.0,1630.0,2012.0,68.0,51.0,60.0,27.0
Daniel Brosinski,Bundesliga,DF,32.0,93.0,82.0,82.5,7.0,15.0,5.0,0.0,72.0,16.0,2925.0,4449.0,152.0,116.0,52.0,29.0
Daniel Caligiuri,Bundesliga,"MF,DF",33.0,109.0,106.0,105.1,19.0,17.0,22.0,0.0,143.0,47.0,3529.0,5134.0,162.0,125.0,225.0,60.0
Daniel Carriço,La Liga,DF,30.0,41.0,39.0,38.199999999999996,1.0,1.0,14.0,0.0,14.0,2.0,1515.0,1774.0,6.0,8.0,12.0,1.0
Daniel Ciofani,Serie A,FW,33.0,31.0,17.0,18.0,5.0,2.0,1.0,0.0,50.0,18.0,234.0,341.0,13.0,5.0,6.0,4.0
Daniel Congré,Ligue 1,DF,35.0,113.0,109.0,107.4,5.0,3.0,16.0,1.0,45.0,11.0,3803.0,4605.0,17.0,12.0,24.0,2.0
Daniel Didavi,Bundesliga,"FW,MF",30.0,62.0,41.0,42.4,13.0,10.0,6.0,0.0,91.0,32.0,1226.0,1684.0,79.0,51.0,40.0,12.0
Daniel Fuzato,Serie A,GK,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,44.0,0.0,0.0,0.0,0.0
Daniel Ginczek,Bundesliga,"FW,MF",29.0,71.0,39.0,41.199999999999996,16.0,3.0,9.0,0.0,101.0,35.0,568.0,922.0,32.0,21.0,50.0,26.0
Daniel James,Premier League,FW,23.0,39.0,31.0,29.0,4.0,6.0,6.0,0.0,52.0,23.0,686.0,929.0,30.0,34.0,35.0,46.0
Daniel Maldini,Serie A,"FW,MF",19.0,7.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,28.0,33.0,0.0,1.0,1.0,0.0
Daniel Martín,La Liga,GK,21.0,6.0,5.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,146.0,194.0,1.0,0.0,0.0,0.0
Daniel Opare,Bundesliga,"DF,MF",26.0,17.0,17.0,15.7,0.0,0.0,6.0,0.0,5.0,1.0,367.0,612.0,6.0,14.0,26.0,4.0
Daniel Pacheco,La Liga,"MF,FW",26.0,11.0,0.0,2.1,0.0,0.0,0.0,0.0,1.0,0.0,62.0,101.0,6.0,6.0,4.0,1.0
Daniel Parejo,La Liga,MF,31.0,122.0,121.0,117.7,26.0,20.0,28.0,3.0,122.0,43.0,7110.0,8550.0,228.0,123.0,137.0,14.0
Daniel Pavlović,Serie A,"DF,MF",29.0,11.0,9.0,9.4,0.0,0.0,0.0,0.0,4.0,1.0,268.0,411.0,12.0,7.0,2.0,2.0
Daniel Podence,Premier League,"FW,MF",25.0,24.0,17.0,15.600000000000001,4.0,2.0,2.0,0.0,35.0,17.0,397.0,533.0,19.0,14.0,45.0,14.0
Daniel Sturridge,Premier League,"FW,MF",28.0,33.0,11.0,11.8,4.0,2.0,1.0,0.0,46.0,14.0,272.0,346.0,22.0,20.0,16.0,9.0
Daniel Torres,La Liga,MF,28.0,20.0,15.0,14.3,0.0,0.0,3.0,0.0,4.0,2.0,428.0,523.0,7.0,4.0,8.0,2.0
Daniel Wass,La Liga,"DF,MF",31.0,120.0,108.0,106.4,7.0,18.0,18.0,0.0,115.0,24.0,4258.0,5525.0,130.0,102.0,41.0,24.0
Daniele Baselli,Serie A,MF,27.0,82.0,73.0,68.6,8.0,3.0,21.0,2.0,85.0,23.0,2648.0,3304.0,88.0,72.0,73.0,11.0
Daniele Bonera,La Liga,DF,37.0,20.0,18.0,15.799999999999999,0.0,1.0,5.0,1.0,3.0,1.0,571.0,664.0,2.0,4.0,2.0,0.0
Daniele De Rossi,Serie A,MF,35.0,40.0,36.0,34.4,2.0,2.0,9.0,1.0,15.0,3.0,1902.0,2227.0,35.0,29.0,10.0,1.0
Daniele Dessena,Serie A,MF,32.0,52.0,32.0,31.1,2.0,0.0,11.0,1.0,26.0,7.0,862.0,1137.0,7.0,16.0,19.0,2.0
Daniele Gastaldello,Serie A,DF,36.0,8.0,4.0,4.3,0.0,0.0,1.0,0.0,1.0,0.0,123.0,145.0,0.0,0.0,1.0,0.0
Daniele Padelli,Serie A,GK,33.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,91.0,0.0,0.0,0.0,0.0
Daniele Ragatzu,Serie A,"MF,FW",27.0,13.0,2.0,3.5,1.0,0.0,1.0,0.0,8.0,4.0,139.0,172.0,9.0,7.0,12.0,4.0
Daniele Rugani,Ligue 1,DF,26.0,48.0,45.0,45.2,4.0,1.0,9.0,0.0,27.0,8.0,2519.0,2794.0,3.0,1.0,3.0,0.0
Daniele Verde,Serie A,FW,24.0,58.0,30.0,32.0,5.0,2.0,2.0,0.0,68.0,22.0,746.0,1115.0,34.0,45.0,52.0,19.0
Danijel Milićević,Ligue 1,"MF,FW",31.0,12.0,8.0,7.9,0.0,2.0,0.0,0.0,8.0,3.0,211.0,324.0,22.0,12.0,0.0,6.0
Danijel Petković,Ligue 1,GK,26.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,54.0,0.0,0.0,0.0,0.0
Danijel Subašić,Ligue 1,GK,33.0,48.0,48.0,45.300000000000004,0.0,0.0,4.0,0.0,0.0,0.0,609.0,958.0,1.0,0.0,0.0,0.0
Danilo,Serie A,DF,29.0,72.0,53.0,55.5,7.0,5.0,11.0,1.0,57.0,16.0,4078.0,4622.0,33.0,60.0,38.0,16.0
Danilo Avelar,Ligue 1,"DF,FW",28.0,21.0,20.0,19.2,1.0,0.0,2.0,0.0,8.0,1.0,535.0,840.0,14.0,18.0,11.0,0.0
Danilo Barbosa,Ligue 1,DF,24.0,42.0,33.0,32.5,0.0,0.0,7.0,1.0,32.0,9.0,1490.0,1673.0,22.0,11.0,52.0,4.0
Danilo Cataldi,Serie A,MF,26.0,73.0,34.0,41.6,4.0,5.0,17.0,2.0,62.0,13.0,2000.0,2449.0,62.0,46.0,43.0,4.0
Danilo D'Ambrosio,Serie A,DF,32.0,97.0,82.0,81.8,11.0,8.0,20.0,0.0,48.0,19.0,4325.0,5167.0,63.0,71.0,62.0,8.0
Danilo Larangeira,Serie A,DF,36.0,115.0,114.0,112.1,4.0,0.0,27.0,1.0,41.0,13.0,3956.0,4978.0,17.0,25.0,14.0,2.0
